date,Temperature,stl_residual,STL robust z-score,Rolling IQR,IsolationForest,rolling_median_14,anomaly_votes,is_anomaly_consensus
2024-05-19,20.706743055555556,-0.10423109249585139,False,False,False,21.036503106725146,0,False
2024-05-20,20.21174100719424,-0.32305662980721905,False,False,False,20.704065972222224,0,False
2024-05-21,19.987826388888887,-0.39800001099398585,False,False,False,20.704065972222224,0,False
2024-05-22,19.9001875,-0.4240793173055266,False,False,False,20.704065972222224,0,False
2024-05-23,20.019208333333335,-0.446579380743259,False,False,False,20.704065972222224,0,False
2024-05-24,20.097541666666665,-0.31853481825789487,False,False,False,20.704065972222224,0,False
2024-05-25,20.483708333333333,0.009460543619468353,False,False,False,20.704065972222224,0,False
2024-05-26,20.70138888888889,0.06191506666488067,False,False,False,20.704065972222224,0,False
2024-05-27,20.984472222222223,0.3604627641200473,False,False,False,20.592548611111113,0,False
2024-05-28,20.979958333333332,0.28692370975038983,False,False,False,20.592548611111113,0,False
2024-05-29,20.820534722222224,0.08450006116283859,False,False,False,20.592548611111113,0,False
2024-05-30,21.021229166666664,0.18572220429762254,False,False,False,20.592548611111113,0,False
2024-05-31,21.256625,0.768954307438154,False,False,False,20.592548611111113,0,False
2024-06-01,21.532555555555557,1.2760440611227644,True,False,False,20.592548611111113,1,False
2024-06-02,20.45775,0.2439648404124526,False,False,False,20.579569444444445,0,False
2024-06-03,19.728923611111114,-0.17397879042411546,False,False,False,20.09596527777778,0,False
2024-06-04,19.5583125,-0.13956564935648075,False,False,False,19.731552083333334,0,False
2024-06-05,19.643395833333333,0.08295844362780613,False,False,False,19.68615972222222,0,False
2024-06-06,19.734180555555557,0.25968036534722216,False,False,False,19.600854166666664,0,False
2024-06-07,18.756541666666667,-0.2543141890913567,False,False,False,19.15742708333333,0,False
2024-06-08,18.1006875,-0.6243860001639874,False,False,False,18.643368055555555,0,False
2024-06-09,18.344916666666666,-0.2472077248059108,False,False,False,18.51025,0,False
2024-06-10,18.530194444444444,0.21687650768409483,False,False,False,18.471416666666666,0,False
2024-06-11,18.490305555555555,0.1774225312983546,False,False,False,18.398722222222222,0,False
2024-06-12,18.452527777777778,0.03519756028914145,False,False,False,18.222802083333335,0,False
2024-06-13,18.095215277777775,-0.34571943848756703,False,False,False,18.097951388888887,0,False
2024-06-14,17.93815972222222,-0.010381439097162826,False,False,False,18.016687499999996,0,False
2024-06-15,17.90251388888889,0.26967472226226263,False,False,False,17.920336805555557,0,False
2024-06-16,17.6670625,0.2115066714207856,False,False,False,17.784788194444445,0,False
2024-06-17,17.15,-0.10540879895494726,False,False,False,17.585762957317073,0,False
2024-06-18,17.123961538461536,-0.3418818005841011,False,False,True,17.490731707317074,1,False
2024-06-19,17.097923076923077,-0.668632588850528,False,False,False,17.490731707317074,0,False
2024-06-20,17.504463414634145,-0.3735156222688403,False,False,True,17.490731707317074,1,False
2024-06-21,17.477,-0.026176082958002667,False,False,True,17.490731707317074,1,False
2024-06-22,17.29376595744681,-0.10929648986666862,False,False,True,17.477,1,False
